94f6ff8d1bb59b9da25f6be9787323047796bc8e9437e670071d7748b1bed0df,631991290,2021-12-08T15:39:22,1,2
f5fa9ce7392635472d03af09e554bbec762853d6dd4ed2058dba5141410012a4,325280000,2021-12-08T15:39:22,1,2
49421cd6634b99cce53bbf283cbd2da5f6587024ad96c00e5ef48f4cf969cfec,3830351,2021-12-08T15:39:22,1,1
0bda1fd27a79339f7fca9b67aa7d428c2b0d6665be8673fa8d5f0b07b456f5ac,32216962,2021-12-08T15:39:22,1,2
00c0c1772f4db7041e631014501a84587fd1aea3ee86d4c8afb3417290da728e,1292657208,2021-12-08T15:39:22,1,2
122eb3bdae9f127e7b9ff9cecbb5592e814ba7a9dbb6d10d44c09384fb62ea41,263344,2021-12-08T15:39:22,1,1
7a78e4b6f9ef45d540532d049cc25a78b6f5da8e63f3d2b9c64e2e44423e7cd1,667061,2021-12-08T15:39:22,1,2
c20a74925f94799fc1b895934bd25130a0fbf7de8701c53f27d5fbdd41da0274,21747818073,2021-12-08T15:39:22,3,2
c971477e9465f38d18f9c7f965406a81504dbf44733d71cfce3bbabe6524c092,4892648,2021-12-08T15:39:22,1,2
64531ac9a41d94f607d520cbc21cd2470d3f1d39f338c6c258c48c1dee589e60,1032653,2021-12-08T15:39:22,1,1
97ae6147a134f0333fd7aad1099decffbba03512af9cc17e93893337cc5aa1de,763491,2021-12-08T15:39:22,1,2
f74c1ee972bcb06a3ba8f9e1ce572e69b21bfcc6bd5137bfb646aeaa2e2690fc,1520186,2021-12-08T15:39:22,1,2
466086617b949f1c95a5304e98552943e7c709374e4a63b20e7f70261ff02040,415357,2021-12-08T15:39:22,1,2
73b67e6b1781938886f368c62a867a3b6bcaa65e1f3d795766054c9e72855b45,73432334,2021-12-08T15:39:22,2,2
5d78bc6391d63ac5513558b7b2f57cdbfd0c65fdbbb63d47ed317e51a0039971,273867833,2021-12-08T15:39:22,1,4
477316a8612340f6d5aa7ee2db41ed96ceb0bacbfe2a1756589d0ac78bde39eb,881922,2021-12-08T15:39:22,1,1
66db05ffc3b22075d2fe1d22150c7e43e9abed3c7f592cffb58cd218ef04dad7,22164818,2021-12-08T15:39:22,1,4
a96ca80f3db37d8f1dec6a8ffcadfd8435393b7931f4f0ae128c1773bf25da07,1085886151,2021-12-08T15:39:22,1,2
8b194382c130f0377e8fc03e8913d027f4fd523543812304126686067b0b97bc,1822271985,2021-12-08T15:39:22,1,2
e806e376f10645b7329ff2fb7bb358a28fc0138ae75b2ba8d1452f38e652a981,543978905,2021-12-08T15:39:22,1,2
d0fb2486e2d4f7d0fb491c700541909be88a140452e14ddc29b2529b69530ece,202854296,2021-12-08T15:39:22,1,3
3118af9bef545544fae13d1e3ab63d047c02afbfd3018c3c273664d25ef9fb14,1847289684,2021-12-08T15:39:22,1,3
c0721d25c7fc36057501922a0f0ba8a1294380d7a825d2c7417096f3c63d1b98,1755457364,2021-12-08T15:39:22,1,3
3b85274d9526663f987f2327c96dac90792e5107ef81f422d835f8c3dcd9ab7b,1770961251,2021-12-08T15:39:22,1,3
3d60ab61c207ce5944e147864c9ba68294285434d2a2d0dc1457bef54f65c5e8,1513964759,2021-12-08T15:39:22,1,3
9d33140e44aa72d3c7242eaefa9d3f2c90bcf69e1ced16b77e0242a790ab76df,1704262996,2021-12-08T15:39:22,1,3
7e473c03bf9363e5384967388f3cf90abfc162a3a060ac0ffe013ba84a611dd5,897889073,2021-12-08T15:39:22,1,4
0d064163e6b368f60139e1bda4c915dadcb35612e720e93a1dde222511ed5716,544778564,2021-12-08T15:39:22,1,4
9560774b1a82b44fce364102a752819a3b47beba52cd9cf9a3a0ccb111b8defd,46525684,2021-12-08T15:39:22,1,4
